loan_id,user_id,requested_at,approved_at,disbursed_at,due_date,repaid_at,amount,fee,tip_amount,instant_transfer_fee,status,late_days,chargeoff_flag,autopay_enrolled,principal_repaid,writeoff_amount,price_variant,tip_variant
L146-3,146,2025-04-19T00:00:00,,,,,158.84,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L147-1,147,2025-07-21T00:00:00,2025-07-22 00:42:41.585123,2025-07-22 02:52:00.476597,2025-08-05,2025-08-05T02:52:00.476597,164.51,0.0,0.0,0.0,repaid,0,0,1,164.51,0.0,A,control
L148-1,148,2025-03-06T00:00:00,2025-03-06 20:08:37.105992,2025-03-07 10:11:10.706684,2025-03-21,,319.26,0.0,0.0,0.0,default,18,1,1,0.0,231.42,A,control
L150-1,150,2025-05-27T00:00:00,,,,,180.12,2.15,0.0,1.99,requested,0,0,1,0.0,0.0,B,social_proof
L150-2,150,2025-06-06T00:00:00,,,,,111.62,1.45,0.0,0.0,requested,0,0,0,0.0,0.0,B,social_proof
L151-1,151,2025-02-09T00:00:00,2025-02-10 09:47:18.922780,2025-02-10 09:49:37.011447,2025-02-24,2025-02-24T09:49:37.011447,250.39,0.0,0.0,0.0,repaid,0,0,1,250.39,0.0,A,control
L152-1,152,2025-02-17T00:00:00,2025-02-17 15:28:38.131938,2025-02-17 17:31:58.378915,2025-03-03,2025-03-03T17:31:58.378915,173.06,0.0,0.0,0.0,repaid,0,0,1,173.06,0.0,A,control
L152-2,152,2025-03-25T00:00:00,2025-03-25 18:25:29.789826,2025-03-26 06:08:50.904953,2025-04-09,2025-04-09T06:08:50.904953,128.38,0.0,0.0,0.0,repaid,0,0,1,128.38,0.0,A,control
L153-1,153,2025-07-03T00:00:00,2025-07-03 03:26:15.765516,2025-07-03 10:27:31.718174,2025-07-17,2025-07-19T10:27:31.718174,195.59,2.33,0.0,0.0,repaid,2,0,1,195.59,0.0,B,control
L154-1,154,2025-07-11T00:00:00,2025-07-11 04:36:36.187473,2025-07-11 08:33:36.820124,2025-07-25,2025-07-28T08:33:36.820124,118.47,0.0,0.0,0.0,repaid,3,0,0,118.47,0.0,A,control
L154-2,154,2025-07-09T00:00:00,,,,,105.57,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L156-1,156,2025-06-07T00:00:00,2025-06-07 00:04:42.950083,2025-06-07 02:38:52.883343,2025-06-21,,227.53,2.72,0.0,0.0,default,16,1,0,0.0,214.25,B,control
L156-2,156,2025-06-21T00:00:00,2025-06-21 00:09:08.715632,2025-06-21 09:22:39.446914,2025-07-05,2025-07-05T09:22:39.446914,40.0,1.05,0.0,0.0,repaid,0,0,0,40.0,0.0,B,control
L157-1,157,2025-05-29T00:00:00,2025-05-30 03:52:58.752659,2025-05-30 03:55:33.421048,2025-06-13,2025-06-14T03:55:33.421048,106.5,0.0,0.0,0.0,repaid,1,0,0,106.5,0.0,A,control
L158-1,158,2025-07-25T00:00:00,,,,,200.34,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L159-1,159,2025-05-11T00:00:00,2025-05-12 00:31:49.827216,2025-05-12 02:44:21.935933,2025-05-26,2025-05-29T02:44:21.935933,225.89,2.47,0.0,2.99,repaid,3,0,1,225.89,0.0,B,persuasive
L159-2,159,2025-05-08T00:00:00,2025-05-08 14:35:59.916883,2025-05-08 20:24:06.719454,2025-05-22,2025-05-24T20:24:06.719454,142.12,1.63,5.0,1.99,repaid,2,0,1,142.12,0.0,B,persuasive
L160-1,160,2025-03-13T00:00:00,,,,,256.79,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L163-1,163,2025-04-20T00:00:00,,,,,159.06,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L163-2,163,2025-06-20T00:00:00,2025-06-23 06:11:15.597612,2025-06-23 08:23:03.165671,2025-07-07,2025-07-09T08:23:03.165671,138.11,0.0,0.0,0.0,repaid,2,0,1,138.11,0.0,A,persuasive
L163-3,163,2025-07-08T00:00:00,2025-07-08 12:53:31.865052,2025-07-08 20:58:30.460313,2025-07-22,2025-07-23T20:58:30.460313,130.29,0.0,0.0,0.0,repaid,1,0,0,130.29,0.0,A,persuasive
L164-1,164,2025-07-11T00:00:00,,,,,143.18,1.98,0.0,2.99,requested,0,0,0,0.0,0.0,B,control
L164-2,164,2025-07-01T00:00:00,2025-07-01 15:35:23.759027,2025-07-01 16:56:22.202337,2025-07-15,2025-07-17T16:56:22.202337,169.89,2.25,0.0,0.0,repaid,2,0,1,169.89,0.0,B,control
L165-1,165,2025-05-26T00:00:00,2025-05-26 12:06:48.819641,2025-05-26 17:37:19.180524,2025-06-09,2025-06-11T17:37:19.180524,90.82,1.54,0.0,2.99,repaid,2,0,1,90.82,0.0,B,social_proof
L165-2,165,2025-07-17T00:00:00,2025-07-17 03:04:40.410568,2025-07-17 05:15:37.435844,2025-07-31,,158.33,2.01,0.0,2.99,default,25,1,0,0.0,100.25,B,social_proof
L165-3,165,2025-05-25T00:00:00,,,,,124.78,1.62,0.0,0.0,requested,0,0,0,0.0,0.0,B,social_proof
L165-4,165,2025-07-16T00:00:00,2025-07-16 04:30:14.035966,2025-07-16 07:03:45.549841,2025-07-30,2025-07-31T07:03:45.549841,220.83,2.48,0.0,1.99,repaid,1,0,1,220.83,0.0,B,social_proof
L165-5,165,2025-07-30T00:00:00,2025-07-30 00:45:29.762596,2025-07-30 02:01:28.412148,2025-08-13,2025-08-14T02:01:28.412148,184.13,2.39,0.0,0.0,repaid,1,0,1,184.13,0.0,B,social_proof
L167-1,167,2025-01-22T00:00:00,2025-01-22 07:20:03.273778,2025-01-22 10:41:55.866862,2025-02-05,2025-02-05T10:41:55.866862,147.32,0.0,0.0,0.0,repaid,0,0,1,147.32,0.0,A,control
L168-1,168,2025-07-20T00:00:00,,,,,72.24,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L168-3,168,2025-07-07T00:00:00,,,,,206.32,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L168-4,168,2025-07-29T00:00:00,,,,,43.48,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L169-1,169,2025-01-31T00:00:00,,,,,160.74,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L169-2,169,2025-02-01T00:00:00,,,,,104.84,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L169-3,169,2025-03-11T00:00:00,2025-03-11 08:47:47.886587,2025-03-11 10:37:42.707009,2025-03-25,2025-03-25T10:37:42.707009,143.47,0.0,0.0,0.0,repaid,0,0,0,143.47,0.0,A,control
L169-4,169,2025-04-04T00:00:00,2025-04-04 06:26:13.060330,2025-04-05 00:36:10.654552,2025-04-19,2025-04-22T00:36:10.654552,80.89,0.0,3.0,0.0,repaid,3,0,1,80.89,0.0,A,control
L171-1,171,2025-02-19T00:00:00,2025-02-19 03:56:11.583813,2025-02-19 06:43:21.847400,2025-03-05,2025-03-09T06:43:21.847400,40.0,0.0,0.0,0.0,repaid,4,0,0,40.0,0.0,A,control
L171-2,171,2025-02-13T00:00:00,,,,,134.31,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L171-3,171,2025-03-19T00:00:00,2025-03-20 01:40:34.268872,2025-03-20 02:19:25.511774,2025-04-03,,182.83,0.0,0.0,0.0,default,20,1,0,0.0,153.05,A,control
L173-1,173,2025-04-07T00:00:00,,,,,76.87,1.41,0.0,1.99,requested,0,0,1,0.0,0.0,B,persuasive
L173-2,173,2025-04-25T00:00:00,,,,,198.06,2.55,0.0,1.99,requested,0,0,1,0.0,0.0,B,persuasive
L175-1,175,2025-06-02T00:00:00,2025-06-02 05:43:51.924540,2025-06-02 06:44:40.904746,2025-06-16,2025-06-17T06:44:40.904746,158.32,1.86,5.0,1.99,repaid,1,0,0,158.32,0.0,B,social_proof
L175-2,175,2025-06-01T00:00:00,2025-06-01 09:26:00.065880,2025-06-01 10:07:08.141241,2025-06-15,2025-06-19T10:07:08.141241,189.59,2.14,3.0,1.99,repaid,4,0,1,189.59,0.0,B,social_proof
L176-1,176,2025-06-30T00:00:00,2025-07-01 14:26:13.116517,2025-07-01 18:38:59.674923,2025-07-15,2025-07-15T18:38:59.674923,95.08,0.0,0.0,0.0,repaid,0,0,1,95.08,0.0,A,persuasive
L176-2,176,2025-07-02T00:00:00,,,,,86.77,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L179-1,179,2025-03-17T00:00:00,,,,,72.12,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L179-2,179,2025-02-20T00:00:00,,,,,118.29,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L179-3,179,2025-05-12T00:00:00,2025-05-12 03:03:32.382310,2025-05-12 05:50:59.116253,2025-05-26,2025-05-26T05:50:59.116253,238.71,0.0,0.0,0.0,repaid,0,0,1,238.71,0.0,A,control
L180-1,180,2025-02-11T00:00:00,,,,,92.24,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L180-2,180,2025-03-06T00:00:00,,,,,149.17,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L181-1,181,2025-07-10T00:00:00,,,,,133.26,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L183-1,183,2025-06-24T00:00:00,2025-06-24 00:02:48.514695,2025-06-24 10:43:55.515851,2025-07-08,,120.76,0.0,0.0,0.0,default,30,1,0,0.0,75.76,A,social_proof
L183-2,183,2025-06-14T00:00:00,2025-06-14 14:10:23.691559,2025-06-14 18:43:41.920206,2025-06-28,2025-06-28T18:43:41.920206,192.85,0.0,0.0,0.0,repaid,0,0,1,192.85,0.0,A,social_proof
L185-1,185,2025-03-20T00:00:00,2025-03-20 03:13:46.411679,2025-03-20 04:30:38.790146,2025-04-03,2025-04-07T04:30:38.790146,127.26,0.0,0.0,0.0,repaid,4,0,1,127.26,0.0,A,control
L185-2,185,2025-05-11T00:00:00,,,,,233.29,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L185-3,185,2025-07-15T00:00:00,2025-07-15 17:46:59.888178,2025-07-15 20:26:42.983229,2025-07-29,2025-08-01T20:26:42.983229,157.5,0.0,0.0,0.0,repaid,3,0,0,157.5,0.0,A,control
L185-4,185,2025-05-26T00:00:00,,,,,126.52,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L187-1,187,2025-03-13T00:00:00,2025-03-13 01:01:15.603918,2025-03-13 10:26:32.632668,2025-03-27,,134.66,0.0,0.0,0.0,default,23,1,0,0.0,95.34,A,control
L187-2,187,2025-03-25T00:00:00,2025-03-25 00:00:51.893709,2025-03-25 05:07:17.600761,2025-04-08,2025-04-08T05:07:17.600761,184.95,0.0,0.0,0.0,repaid,0,0,0,184.95,0.0,A,control
L187-3,187,2025-04-22T00:00:00,2025-04-22 02:44:08.850110,2025-04-22 06:41:59.946549,2025-05-06,2025-05-06T06:41:59.946549,133.37,0.0,0.0,0.0,repaid,0,0,0,133.37,0.0,A,control
L195-1,195,2025-05-31T00:00:00,2025-05-31 08:33:05.272354,2025-05-31 09:13:22.983364,2025-06-14,2025-06-14T09:13:22.983364,53.9,1.3,0.0,0.0,repaid,0,0,0,53.9,0.0,B,social_proof
L195-2,195,2025-06-06T00:00:00,2025-06-06 18:30:24.130997,2025-06-06 23:34:41.461532,2025-06-20,,40.0,1.33,3.0,0.0,default,13,1,0,0.0,27.79,B,social_proof
L196-1,196,2025-02-13T00:00:00,,,,,146.95,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L198-1,198,2025-05-22T00:00:00,2025-05-23 09:32:29.906878,2025-05-23 15:19:12.338840,2025-06-06,2025-06-06T15:19:12.338840,224.5,0.0,0.0,0.0,repaid,0,0,1,224.5,0.0,A,social_proof
L199-1,199,2025-04-18T00:00:00,,,,,40.0,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,social_proof
L199-2,199,2025-06-21T00:00:00,2025-06-21 05:13:43.122345,2025-06-21 11:39:34.145008,2025-07-05,2025-07-06T11:39:34.145008,119.13,0.0,0.0,0.0,repaid,1,0,0,119.13,0.0,A,social_proof
L200-1,200,2025-04-21T00:00:00,2025-04-22 02:57:03.829680,2025-04-22 07:59:19.595680,2025-05-06,2025-05-06T07:59:19.595680,246.44,2.62,0.0,1.99,repaid,0,0,1,246.44,0.0,B,control
L201-1,201,2025-02-17T00:00:00,,,,,135.66,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L203-1,203,2025-05-03T00:00:00,2025-05-03 01:53:38.982527,2025-05-03 03:09:15.819491,2025-05-17,2025-05-17T03:09:15.819491,195.25,0.0,0.0,0.0,repaid,0,0,1,195.25,0.0,A,social_proof
L205-1,205,2025-06-22T00:00:00,2025-06-22 00:02:18.748092,2025-06-22 00:36:04.871737,2025-07-06,2025-07-06T00:36:04.871737,209.62,0.0,0.0,0.0,repaid,0,0,1,209.62,0.0,A,social_proof
L208-1,208,2025-03-07T00:00:00,2025-03-07 00:19:06.586022,2025-03-07 05:27:10.790242,2025-03-21,2025-03-25T05:27:10.790242,46.4,0.0,0.0,0.0,repaid,4,0,0,46.4,0.0,A,control
L209-1,209,2025-07-27T00:00:00,2025-07-27 08:59:01.928077,2025-07-27 13:12:18.962748,2025-08-10,,78.27,0.0,0.0,0.0,default,18,1,0,0.0,51.63,A,control
L210-1,210,2025-04-30T00:00:00,,,,,46.0,0.7,0.0,0.0,requested,0,0,0,0.0,0.0,B,persuasive
L214-1,214,2025-03-22T00:00:00,,,,,112.93,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L215-2,215,2025-07-31T00:00:00,,,,,109.5,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L216-1,216,2025-05-15T00:00:00,2025-05-15 15:59:27.423785,2025-05-15 16:55:53.653376,2025-05-29,2025-05-29T16:55:53.653376,40.0,0.0,0.0,0.0,repaid,0,0,1,40.0,0.0,A,social_proof
L217-1,217,2025-05-03T00:00:00,2025-05-03 00:21:43.504959,2025-05-03 15:32:24.459492,2025-05-17,2025-05-17T15:32:24.459492,61.43,0.0,0.0,0.0,repaid,0,0,0,61.43,0.0,A,control
L217-2,217,2025-05-18T00:00:00,2025-05-18 11:37:27.079909,2025-05-18 14:01:30.066311,2025-06-01,,199.82,0.0,0.0,0.0,default,28,1,1,0.0,131.13,A,control
L218-1,218,2025-04-10T00:00:00,2025-04-10 22:38:12.544801,2025-04-11 06:40:03.180869,2025-04-25,,136.19,0.0,0.0,0.0,default,25,1,1,0.0,83.45,A,control
L218-2,218,2025-03-09T00:00:00,2025-03-09 05:13:02.059491,2025-03-09 07:16:00.624750,2025-03-23,,243.62,0.0,0.0,0.0,default,25,1,0,0.0,181.1,A,control
L219-1,219,2025-04-15T00:00:00,2025-04-15 01:50:06.998714,2025-04-15 07:16:23.202868,2025-04-29,2025-05-03T07:16:23.202868,154.39,1.96,1.0,2.99,repaid,4,0,1,154.39,0.0,B,control
L222-2,222,2025-07-20T00:00:00,,,,,45.27,0.73,0.0,0.0,requested,0,0,0,0.0,0.0,B,control
L224-1,224,2025-03-21T00:00:00,2025-03-21 01:11:32.884861,2025-03-21 10:50:33.304959,2025-04-04,2025-04-04T10:50:33.304959,155.62,0.0,0.0,0.0,repaid,0,0,0,155.62,0.0,A,control
L224-2,224,2025-04-16T00:00:00,2025-04-17 18:16:50.759107,2025-04-17 23:20:10.339482,2025-05-01,2025-05-01T23:20:10.339482,102.89,0.0,0.0,0.0,repaid,0,0,0,102.89,0.0,A,control
L228-1,228,2025-03-09T00:00:00,2025-03-09 03:23:36.660701,2025-03-09 08:24:10.959974,2025-03-23,,155.37,0.0,0.0,0.0,default,29,1,1,0.0,123.57,A,control
L228-2,228,2025-06-14T00:00:00,2025-06-14 12:20:27.784616,2025-06-14 23:17:24.051959,2025-06-28,2025-06-29T23:17:24.051959,150.38,0.0,0.0,0.0,repaid,1,0,0,150.38,0.0,A,control
L228-3,228,2025-04-10T00:00:00,2025-04-10 18:12:40.463986,2025-04-11 12:29:12.844865,2025-04-25,2025-04-25T12:29:12.844865,174.79,0.0,0.0,0.0,repaid,0,0,1,174.79,0.0,A,control
L231-1,231,2025-03-28T00:00:00,,,,,150.03,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L232-1,232,2025-06-07T00:00:00,,,,,78.91,0.94,0.0,2.99,requested,0,0,1,0.0,0.0,B,persuasive
L233-1,233,2025-04-13T00:00:00,2025-04-13 01:11:06.417980,2025-04-13 05:54:39.097038,2025-04-27,2025-04-28T05:54:39.097038,183.49,2.1,0.0,1.99,repaid,1,0,1,183.49,0.0,B,control
L234-1,234,2025-05-07T00:00:00,2025-05-07 07:18:23.976289,2025-05-07 08:57:51.446944,2025-05-21,2025-05-24T08:57:51.446944,101.91,0.0,0.0,0.0,repaid,3,0,0,101.91,0.0,A,social_proof
L236-1,236,2025-03-22T00:00:00,2025-03-22 12:34:57.487523,2025-03-23 01:08:41.938580,2025-04-06,2025-04-06T01:08:41.938580,238.06,0.0,1.0,0.0,repaid,0,0,1,238.06,0.0,A,control
L236-2,236,2025-05-27T00:00:00,2025-05-28 07:19:52.476642,2025-05-28 10:34:29.641481,2025-06-11,2025-06-13T10:34:29.641481,105.27,0.0,0.0,0.0,repaid,2,0,1,105.27,0.0,A,control
L238-1,238,2025-02-14T00:00:00,,,,,149.3,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L239-1,239,2025-04-28T00:00:00,,,,,95.94,1.6,0.0,0.0,requested,0,0,0,0.0,0.0,B,control
L239-2,239,2025-05-19T00:00:00,,,,,152.28,1.59,0.0,0.0,requested,0,0,1,0.0,0.0,B,control
L240-1,240,2025-02-04T00:00:00,,,,,105.89,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L240-2,240,2025-02-13T00:00:00,2025-02-13 01:17:22.579619,2025-02-13 01:41:53.526414,2025-02-27,2025-02-27T01:41:53.526414,77.41,0.0,0.0,0.0,repaid,0,0,0,77.41,0.0,A,control
L241-1,241,2025-06-29T00:00:00,2025-06-29 14:14:34.280650,2025-06-29 18:02:42.447823,2025-07-13,2025-07-15T18:02:42.447823,121.25,1.25,0.0,0.0,repaid,2,0,0,121.25,0.0,B,control
L242-1,242,2025-06-26T00:00:00,2025-06-26 23:47:44.120660,2025-06-27 17:56:25.877620,2025-07-11,2025-07-15T17:56:25.877620,264.22,3.55,0.0,2.99,repaid,4,0,0,264.22,0.0,B,control
L242-2,242,2025-07-09T00:00:00,2025-07-09 05:27:36.985107,2025-07-09 06:55:50.959631,2025-07-23,2025-07-25T06:55:50.959631,80.06,1.25,3.0,0.0,repaid,2,0,1,80.06,0.0,B,control
L242-3,242,2025-07-26T00:00:00,2025-07-26 11:33:27.432521,2025-07-27 03:17:03.331602,2025-08-10,2025-08-10T03:17:03.331602,86.76,1.53,0.0,0.0,repaid,0,0,1,86.76,0.0,B,control
L243-1,243,2025-07-04T00:00:00,2025-07-04 06:10:40.606287,2025-07-04 06:53:06.954721,2025-07-18,2025-07-22T06:53:06.954721,152.54,0.0,0.0,0.0,repaid,4,0,1,152.54,0.0,A,persuasive
L244-1,244,2025-05-11T00:00:00,2025-05-11 01:04:41.146427,2025-05-11 11:08:20.959389,2025-05-25,,91.92,0.0,0.0,0.0,default,10,1,0,0.0,71.58,A,social_proof
L244-2,244,2025-05-23T00:00:00,,,,,273.24,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,social_proof
L244-3,244,2025-07-05T00:00:00,,,,,189.86,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,social_proof
L245-1,245,2025-07-19T00:00:00,2025-07-19 08:26:27.731030,2025-07-19 10:31:18.288400,2025-08-02,,187.84,0.0,0.0,0.0,default,19,1,0,0.0,112.81,A,social_proof
L248-1,248,2025-06-09T00:00:00,2025-06-09 00:14:10.645777,2025-06-09 03:40:32.597028,2025-06-23,2025-06-23T03:40:32.597028,108.89,1.19,0.0,0.0,repaid,0,0,0,108.89,0.0,B,social_proof
L248-2,248,2025-06-08T00:00:00,,,,,148.87,1.61,0.0,2.99,requested,0,0,1,0.0,0.0,B,social_proof
L249-1,249,2025-03-03T00:00:00,,,,,85.14,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L249-2,249,2025-03-25T00:00:00,,,,,60.41,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L250-1,250,2025-06-21T00:00:00,2025-06-21 19:29:27.134789,2025-06-21 20:54:20.650620,2025-07-05,2025-07-06T20:54:20.650620,168.47,0.0,0.0,0.0,repaid,1,0,1,168.47,0.0,A,social_proof
L251-1,251,2025-07-13T00:00:00,2025-07-13 18:05:45.040912,2025-07-14 12:01:46.735924,2025-07-28,2025-07-29T12:01:46.735924,40.0,0.74,0.0,1.99,repaid,1,0,0,40.0,0.0,B,control
L251-2,251,2025-07-12T00:00:00,2025-07-12 03:04:47.806587,2025-07-12 23:31:22.756154,2025-07-26,2025-07-29T23:31:22.756154,95.52,1.62,0.0,0.0,repaid,3,0,1,95.52,0.0,B,control
L253-1,253,2025-05-07T00:00:00,,,,,180.23,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L256-1,256,2025-07-24T00:00:00,2025-07-24 00:44:43.705271,2025-07-24 04:12:43.096419,2025-08-07,2025-08-08T04:12:43.096419,191.88,0.0,0.0,0.0,repaid,1,0,0,191.88,0.0,A,control
L258-1,258,2025-05-25T00:00:00,2025-05-25 04:04:02.394871,2025-05-25 11:25:31.349450,2025-06-08,2025-06-08T11:25:31.349450,99.56,1.41,3.0,2.99,repaid,0,0,0,99.56,0.0,B,persuasive
L258-2,258,2025-06-27T00:00:00,2025-06-27 08:24:49.959969,2025-06-27 17:58:29.905098,2025-07-11,2025-07-15T17:58:29.905098,153.11,2.2,0.0,0.0,repaid,4,0,1,153.11,0.0,B,persuasive
L258-3,258,2025-05-11T00:00:00,2025-05-14 16:12:24.021158,2025-05-14 17:18:29.897531,2025-05-28,2025-05-30T17:18:29.897531,112.97,1.38,0.0,2.99,repaid,2,0,1,112.97,0.0,B,persuasive
L259-1,259,2025-07-01T00:00:00,2025-07-01 03:28:11.648785,2025-07-01 03:50:40.024736,2025-07-15,2025-07-20T03:50:40.024736,125.65,0.0,0.0,0.0,repaid,5,0,0,125.65,0.0,A,control
L263-1,263,2025-02-14T00:00:00,2025-02-14 21:55:41.652532,2025-02-15 08:14:25.673776,2025-03-01,,150.13,0.0,1.0,0.0,default,21,1,1,0.0,109.66,A,control
L266-1,266,2025-03-10T00:00:00,2025-03-10 04:14:29.471285,2025-03-10 15:12:11.750450,2025-03-24,2025-03-24T15:12:11.750450,179.86,0.0,0.0,0.0,repaid,0,0,1,179.86,0.0,A,control
L267-1,267,2025-01-12T00:00:00,2025-01-12 14:11:22.610327,2025-01-12 15:01:17.263743,2025-01-26,2025-01-27T15:01:17.263743,188.59,0.0,0.0,0.0,repaid,1,0,0,188.59,0.0,A,control
L267-2,267,2025-01-30T00:00:00,2025-01-30 06:47:12.057315,2025-01-30 10:19:54.369306,2025-02-13,2025-02-14T10:19:54.369306,40.0,0.0,0.0,0.0,repaid,1,0,0,40.0,0.0,A,control
L268-1,268,2025-05-26T00:00:00,2025-05-27 00:08:19.074169,2025-05-27 13:58:10.306244,2025-06-10,2025-06-13T13:58:10.306244,112.36,0.0,0.0,0.0,repaid,3,0,1,112.36,0.0,A,control
L269-1,269,2025-05-21T00:00:00,2025-05-21 00:25:51.297260,2025-05-21 03:20:31.627265,2025-06-04,2025-06-05T03:20:31.627265,212.45,0.0,0.0,0.0,repaid,1,0,0,212.45,0.0,A,social_proof
L271-2,271,2025-07-20T00:00:00,,,,,161.51,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L272-1,272,2025-05-15T00:00:00,2025-05-15 07:16:55.081880,2025-05-15 07:26:58.474975,2025-05-29,,235.11,0.0,0.0,0.0,default,29,1,1,0.0,211.62,A,control
L272-2,272,2025-06-10T00:00:00,,,,,147.04,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L273-1,273,2025-05-31T00:00:00,2025-05-31 01:04:07.073778,2025-05-31 07:03:58.279544,2025-06-14,,185.97,0.0,0.0,0.0,default,22,1,1,0.0,155.39,A,control
L273-2,273,2025-04-18T00:00:00,2025-04-18 03:28:21.429534,2025-04-18 04:26:57.747958,2025-05-02,2025-05-02T04:26:57.747958,125.24,0.0,0.0,0.0,repaid,0,0,1,125.24,0.0,A,control
L273-3,273,2025-04-10T00:00:00,2025-04-10 23:45:44.254462,2025-04-11 03:04:01.876022,2025-04-25,2025-04-25T03:04:01.876022,93.82,0.0,0.0,0.0,repaid,0,0,0,93.82,0.0,A,control
L274-1,274,2025-06-30T00:00:00,,,,,167.59,2.36,0.0,0.0,requested,0,0,1,0.0,0.0,B,social_proof
L275-1,275,2025-07-25T00:00:00,2025-07-25 10:31:49.905760,2025-07-26 15:08:15.545544,2025-08-09,,155.36,0.0,0.0,0.0,default,22,1,1,0.0,111.78,A,persuasive
L276-1,276,2025-07-30T00:00:00,,,,,214.93,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L279-1,279,2025-01-15T00:00:00,2025-01-15 13:51:05.258953,2025-01-15 16:54:07.308481,2025-01-29,,165.48,0.0,0.0,0.0,default,12,1,1,0.0,107.45,A,control
L280-1,280,2025-02-07T00:00:00,2025-02-07 07:36:12.203771,2025-02-07 13:37:01.775029,2025-02-21,2025-02-28T13:37:01.775029,127.68,0.0,0.0,0.0,repaid,7,0,1,127.68,0.0,A,control
L281-1,281,2025-02-11T00:00:00,,,,,150.19,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L281-2,281,2025-02-24T00:00:00,,,,,171.68,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L282-1,282,2025-06-20T00:00:00,2025-06-20 04:22:06.926060,2025-06-20 05:29:32.671741,2025-07-04,,121.55,0.0,0.0,0.0,default,8,1,1,0.0,96.9,A,control
L284-1,284,2025-06-16T00:00:00,2025-06-16 10:23:47.995638,2025-06-16 21:57:20.986862,2025-06-30,2025-07-01T21:57:20.986862,137.99,0.0,0.0,0.0,repaid,1,0,0,137.99,0.0,A,social_proof
L284-2,284,2025-07-08T00:00:00,,,,,60.11,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,social_proof
L287-1,287,2025-07-05T00:00:00,,,,,221.46,2.59,0.0,1.99,requested,0,0,1,0.0,0.0,B,persuasive
L287-2,287,2025-05-30T00:00:00,2025-05-30 06:09:09.075765,2025-05-30 12:07:37.765797,2025-06-13,2025-06-13T12:07:37.765797,103.24,1.65,0.0,0.0,repaid,0,0,0,103.24,0.0,B,persuasive
L293-1,293,2025-03-18T00:00:00,,,,,130.75,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L295-1,295,2025-04-22T00:00:00,,,,,184.61,2.15,0.0,1.99,requested,0,0,1,0.0,0.0,B,control
L295-2,295,2025-04-17T00:00:00,2025-04-17 04:23:29.014619,2025-04-17 11:04:38.001726,2025-05-01,,183.36,2.18,0.0,0.0,default,15,1,1,0.0,153.2,B,control
L296-1,296,2025-07-24T00:00:00,2025-07-24 16:38:51.882941,2025-07-24 17:53:29.155245,2025-08-07,2025-08-07T17:53:29.155245,175.32,2.25,0.0,2.99,repaid,0,0,1,175.32,0.0,B,control
L297-1,297,2025-03-01T00:00:00,,,,,78.21,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
